100, 0.13492, 0.005
200, 0.08910, 0.005
300, 0.08254, 0.005
400, 0.07092, 0.005
500, 0.06911, 0.005
600, 0.05981, 0.005
700, 0.05462, 0.005
800, 0.05357, 0.005
900, 0.05072, 0.005
1000, 0.04846, 0.005
1100, 0.04721, 0.005
1200, 0.04297, 0.005
1300, 0.04585, 0.005
1400, 0.04162, 0.005
1500, 0.04462, 0.005
1600, 0.04097, 0.005
1700, 0.03856, 0.005
1800, 0.04163, 0.005
1900, 0.03744, 0.005
2000, 0.03713, 0.005
2100, 0.03759, 0.005
2200, 0.03643, 0.005
2300, 0.03789, 0.005
2400, 0.03564, 0.005
2500, 0.03780, 0.005
2600, 0.03580, 0.005
2700, 0.03329, 0.005
2800, 0.03538, 0.005
2900, 0.03562, 0.005
3000, 0.03307, 0.005
3100, 0.03389, 0.005
3200, 0.03374, 0.005
3300, 0.03555, 0.005
3400, 0.03077, 0.005
3500, 0.03182, 0.005
3600, 0.03191, 0.005
3700, 0.03059, 0.005
3800, 0.03137, 0.005
3900, 0.03185, 0.005
4000, 0.03199, 0.005
4100, 0.03099, 0.005
4200, 0.03136, 0.005
4300, 0.03401, 0.005
4400, 0.03351, 0.005
4500, 0.03242, 0.005
4600, 0.03226, 0.005
4700, 0.02973, 0.005
4800, 0.03363, 0.005
4900, 0.03026, 0.005
5000, 0.03247, 0.005
5100, 0.03032, 0.005
5200, 0.03119, 0.005
5300, 0.03166, 0.005
5400, 0.03244, 0.005
5500, 0.03082, 0.005
5600, 0.03124, 0.005
5700, 0.03266, 0.005
5800, 0.03319, 0.005
5900, 0.03007, 0.005
6000, 0.03050, 0.005
6100, 0.03154, 0.005
6200, 0.03315, 0.005
6300, 0.03082, 0.005
6400, 0.02964, 0.005
6500, 0.03112, 0.005
6600, 0.03075, 0.005
6700, 0.02805, 0.005
6800, 0.02956, 0.005
6900, 0.03063, 0.005
7000, 0.03026, 0.005
7100, 0.03083, 0.005
7200, 0.03217, 0.005
7300, 0.02804, 0.005
7400, 0.02929, 0.005
7500, 0.02909, 0.005
7600, 0.02753, 0.005
7700, 0.02933, 0.005
7800, 0.03085, 0.005
7900, 0.02811, 0.005
8000, 0.02673, 0.005
8100, 0.02951, 0.005
8200, 0.03031, 0.005
8300, 0.02749, 0.005
8400, 0.02694, 0.005
8500, 0.02710, 0.005
8600, 0.02919, 0.005
8700, 0.02862, 0.005
8800, 0.02917, 0.005
8900, 0.02827, 0.005
9000, 0.02796, 0.005
9100, 0.02904, 0.005
9200, 0.02877, 0.005
9300, 0.02954, 0.005
9400, 0.02821, 0.005
9500, 0.03106, 0.005
9600, 0.02732, 0.005
9700, 0.02571, 0.005
9800, 0.02833, 0.005
9900, 0.02908, 0.005
10000, 0.02719, 0.005
10100, 0.03631, 0.02
10200, 0.03721, 0.02
10300, 0.03566, 0.02
10400, 0.03689, 0.02
10500, 0.03864, 0.02
10600, 0.03687, 0.02
10700, 0.03666, 0.02
10800, 0.03255, 0.02
10900, 0.03806, 0.02
11000, 0.03705, 0.02
11100, 0.03468, 0.02
11200, 0.03373, 0.02
11300, 0.03437, 0.02
11400, 0.03439, 0.02
11500, 0.03412, 0.02
11600, 0.03164, 0.02
11700, 0.03585, 0.02
11800, 0.03411, 0.02
11900, 0.03498, 0.02
12000, 0.03590, 0.02
12100, 0.03424, 0.02
12200, 0.03267, 0.02
12300, 0.03257, 0.02
12400, 0.03231, 0.02
12500, 0.03291, 0.02
12600, 0.03132, 0.02
12700, 0.03165, 0.02
12800, 0.03150, 0.02
12900, 0.03141, 0.02
13000, 0.03293, 0.02
13100, 0.02997, 0.02
13200, 0.03019, 0.02
13300, 0.03128, 0.02
13400, 0.03155, 0.02
13500, 0.03017, 0.02
13600, 0.03047, 0.02
13700, 0.02972, 0.02
13800, 0.03193, 0.02
13900, 0.03004, 0.02
14000, 0.03168, 0.02
14100, 0.02699, 0.02
14200, 0.03108, 0.02
14300, 0.03001, 0.02
14400, 0.03192, 0.02
14500, 0.02919, 0.02
14600, 0.02871, 0.02
14700, 0.02917, 0.02
14800, 0.03120, 0.02
14900, 0.03030, 0.02
15000, 0.02883, 0.02
15100, 0.02929, 0.02
15200, 0.02964, 0.02
15300, 0.02912, 0.02
15400, 0.02966, 0.02
15500, 0.02813, 0.02
15600, 0.02910, 0.02
15700, 0.03091, 0.02
15800, 0.03016, 0.02
15900, 0.03051, 0.02
16000, 0.02988, 0.02
16100, 0.02612, 0.02
16200, 0.02839, 0.02
16300, 0.02802, 0.02
16400, 0.03013, 0.02
16500, 0.02743, 0.02
16600, 0.02912, 0.02
16700, 0.02888, 0.02
16800, 0.02748, 0.02
16900, 0.02901, 0.02
17000, 0.02939, 0.02
17100, 0.03047, 0.02
17200, 0.02896, 0.02
17300, 0.02888, 0.02
17400, 0.02703, 0.02
17500, 0.02688, 0.02
17600, 0.02750, 0.02
17700, 0.02799, 0.02
17800, 0.02531, 0.02
17900, 0.02803, 0.02
18000, 0.02891, 0.02
18100, 0.02791, 0.02
18200, 0.02757, 0.02
18300, 0.02905, 0.02
18400, 0.02655, 0.02
18500, 0.02877, 0.02
18600, 0.02720, 0.02
18700, 0.02962, 0.02
18800, 0.02726, 0.02
18900, 0.02673, 0.02
19000, 0.02819, 0.02
19100, 0.02451, 0.02
19200, 0.02426, 0.02
19300, 0.02519, 0.02
19400, 0.02689, 0.02
19500, 0.02770, 0.02
19600, 0.02865, 0.02
19700, 0.02609, 0.02
19800, 0.02831, 0.02
19900, 0.02668, 0.02
20000, 0.02731, 0.02
20100, 0.02888, 0.02
20200, 0.02883, 0.02
20300, 0.02594, 0.02
20400, 0.02638, 0.02
20500, 0.02774, 0.02
20600, 0.02629, 0.02
20700, 0.02638, 0.02
20800, 0.02752, 0.02
20900, 0.02715, 0.02
21000, 0.02418, 0.02
21100, 0.02615, 0.02
21200, 0.02818, 0.02
21300, 0.02637, 0.02
21400, 0.02736, 0.02
21500, 0.02843, 0.02
21600, 0.02819, 0.02
21700, 0.02891, 0.02
21800, 0.02603, 0.02
21900, 0.02764, 0.02
22000, 0.02641, 0.02
22100, 0.02647, 0.02
22200, 0.02710, 0.02
22300, 0.02679, 0.02
22400, 0.02455, 0.02
22500, 0.02610, 0.02
22600, 0.02487, 0.02
22700, 0.02902, 0.02
22800, 0.02772, 0.02
22900, 0.02596, 0.02
23000, 0.02543, 0.02
23100, 0.02886, 0.02
23200, 0.02452, 0.02
23300, 0.02595, 0.02
23400, 0.02559, 0.02
23500, 0.02562, 0.02
23600, 0.02819, 0.02
23700, 0.02542, 0.02
23800, 0.02744, 0.02
23900, 0.02514, 0.02
24000, 0.02436, 0.02
24100, 0.02685, 0.02
24200, 0.02479, 0.02
24300, 0.02501, 0.02
24400, 0.02801, 0.02
24500, 0.02652, 0.02
24600, 0.02357, 0.02
24700, 0.02625, 0.02
24800, 0.02626, 0.02
24900, 0.02637, 0.02
25000, 0.02646, 0.02
25100, 0.02703, 0.02
25200, 0.02606, 0.02
25300, 0.02445, 0.02
25400, 0.02684, 0.02
25500, 0.02740, 0.02
25600, 0.02608, 0.02
25700, 0.02599, 0.02
25800, 0.02545, 0.02
25900, 0.02584, 0.02
26000, 0.02625, 0.02
26100, 0.02590, 0.02
26200, 0.02492, 0.02
26300, 0.02539, 0.02
26400, 0.02659, 0.02
26500, 0.02535, 0.02
26600, 0.02627, 0.02
26700, 0.02636, 0.02
26800, 0.02628, 0.02
26900, 0.02464, 0.02
27000, 0.02755, 0.02
27100, 0.02705, 0.02
27200, 0.02568, 0.02
27300, 0.02425, 0.02
27400, 0.02506, 0.02
27500, 0.02528, 0.02
27600, 0.02479, 0.02
27700, 0.02581, 0.02
27800, 0.02407, 0.02
27900, 0.02396, 0.02
28000, 0.02713, 0.02
28100, 0.02424, 0.02
28200, 0.02408, 0.02
28300, 0.02548, 0.02
28400, 0.02431, 0.02
28500, 0.02606, 0.02
28600, 0.02449, 0.02
28700, 0.02598, 0.02
28800, 0.02521, 0.02
28900, 0.02425, 0.02
29000, 0.02630, 0.02
29100, 0.02552, 0.02
29200, 0.02568, 0.02
29300, 0.02567, 0.02
29400, 0.02482, 0.02
29500, 0.02437, 0.02
29600, 0.02411, 0.02
29700, 0.02381, 0.02
29800, 0.02476, 0.02
29900, 0.02474, 0.02
30000, 0.02466, 0.02
30100, 0.02490, 0.02
30200, 0.02460, 0.02
30300, 0.02433, 0.02
30400, 0.02780, 0.02
30500, 0.02409, 0.02
30600, 0.02393, 0.02
30700, 0.02493, 0.02
30800, 0.02762, 0.02
30900, 0.02509, 0.02
31000, 0.02407, 0.02
31100, 0.02492, 0.02
31200, 0.02446, 0.02
31300, 0.02430, 0.02
31400, 0.02691, 0.02
31500, 0.02530, 0.02
31600, 0.02430, 0.02
31700, 0.02398, 0.02
31800, 0.02485, 0.02
31900, 0.02523, 0.02
