32000, 0.02532, 0.02
32100, 0.02432, 0.02
32200, 0.02381, 0.02
32300, 0.02293, 0.02
32400, 0.02264, 0.02
32500, 0.02437, 0.02
32600, 0.02317, 0.02
32700, 0.02358, 0.02
32800, 0.02506, 0.02
32900, 0.02406, 0.02
33000, 0.02639, 0.02
33100, 0.02344, 0.02
33200, 0.02483, 0.02
33300, 0.02651, 0.02
33400, 0.02362, 0.02
33500, 0.02429, 0.02
33600, 0.02575, 0.02
33700, 0.02245, 0.02
33800, 0.02627, 0.02
33900, 0.02295, 0.02
34000, 0.02424, 0.02
34100, 0.02647, 0.02
34200, 0.02288, 0.02
34300, 0.02364, 0.02
34400, 0.02344, 0.02
34500, 0.02405, 0.02
34600, 0.02252, 0.02
34700, 0.02637, 0.02
34800, 0.02413, 0.02
34900, 0.02318, 0.02
35000, 0.02459, 0.02
35100, 0.02438, 0.02
35200, 0.02392, 0.02
35300, 0.02367, 0.02
35400, 0.02406, 0.02
35500, 0.02442, 0.02
35600, 0.02433, 0.02
35700, 0.02414, 0.02
35800, 0.02555, 0.02
35900, 0.02285, 0.02
36000, 0.02473, 0.02
36100, 0.02202, 0.02
36200, 0.02210, 0.02
36300, 0.02252, 0.02
36400, 0.02250, 0.02
36500, 0.02475, 0.02
36600, 0.02262, 0.02
36700, 0.02483, 0.02
36800, 0.02361, 0.02
36900, 0.02376, 0.02
37000, 0.02612, 0.02
37100, 0.02456, 0.02
37200, 0.02392, 0.02
37300, 0.02433, 0.02
37400, 0.02571, 0.02
37500, 0.02186, 0.02
37600, 0.02562, 0.02
37700, 0.02309, 0.02
37800, 0.02454, 0.02
37900, 0.02410, 0.02
38000, 0.02547, 0.02
38100, 0.02257, 0.02
38200, 0.02582, 0.02
38300, 0.02281, 0.02
38400, 0.02259, 0.02
38500, 0.02250, 0.02
38600, 0.02426, 0.02
38700, 0.02332, 0.02
38800, 0.02205, 0.02
38900, 0.02228, 0.02
39000, 0.02560, 0.02
39100, 0.02323, 0.02
39200, 0.02433, 0.02
39300, 0.02459, 0.02
39400, 0.02457, 0.02
39500, 0.02403, 0.02
39600, 0.02338, 0.02
39700, 0.02391, 0.02
39800, 0.02530, 0.02
39900, 0.02314, 0.02
40000, 0.02263, 0.02
40100, 0.02314, 0.02
40200, 0.02326, 0.02
40300, 0.02298, 0.02
40400, 0.02281, 0.02
40500, 0.02242, 0.02
40600, 0.02414, 0.02
40700, 0.02466, 0.02
40800, 0.02161, 0.02
40900, 0.02350, 0.02
41000, 0.01996, 0.02
41100, 0.02339, 0.02
41200, 0.02253, 0.02
41300, 0.02186, 0.02
41400, 0.02347, 0.02
41500, 0.02334, 0.02
41600, 0.02387, 0.02
41700, 0.02602, 0.02
41800, 0.02060, 0.02
41900, 0.02200, 0.02
42000, 0.02174, 0.02
42100, 0.02147, 0.02
42200, 0.02197, 0.02
42300, 0.02406, 0.02
42400, 0.02112, 0.02
42500, 0.02367, 0.02
42600, 0.02133, 0.02
42700, 0.02327, 0.02
42800, 0.02290, 0.02
42900, 0.02173, 0.02
43000, 0.02180, 0.02
43100, 0.02112, 0.02
43200, 0.02405, 0.02
43300, 0.02142, 0.02
43400, 0.02289, 0.02
43500, 0.02379, 0.02
43600, 0.02137, 0.02
43700, 0.02297, 0.02
43800, 0.02352, 0.02
43900, 0.02130, 0.02
44000, 0.02347, 0.02
44100, 0.02253, 0.02
44200, 0.02399, 0.02
44300, 0.02383, 0.02
44400, 0.02320, 0.02
44500, 0.02310, 0.02
44600, 0.02345, 0.02
44700, 0.02251, 0.02
44800, 0.02341, 0.02
44900, 0.02258, 0.02
45000, 0.02510, 0.02
45100, 0.02134, 0.02
45200, 0.02121, 0.02
45300, 0.02260, 0.02
45400, 0.02134, 0.02
45500, 0.02147, 0.02
45600, 0.02205, 0.02
45700, 0.02336, 0.02
45800, 0.02389, 0.02
45900, 0.02245, 0.02
46000, 0.02139, 0.02
46100, 0.02313, 0.02
46200, 0.02243, 0.02
46300, 0.02189, 0.02
46400, 0.02277, 0.02
46500, 0.02461, 0.02
46600, 0.02157, 0.02
46700, 0.02204, 0.02
46800, 0.02233, 0.02
46900, 0.02453, 0.02
47000, 0.02345, 0.02
47100, 0.02288, 0.02
47200, 0.02190, 0.02
47300, 0.02257, 0.02
47400, 0.02300, 0.02
47500, 0.02158, 0.02
47600, 0.02304, 0.02
47700, 0.02334, 0.02
47800, 0.02190, 0.02
47900, 0.02197, 0.02
48000, 0.02358, 0.02
48100, 0.02364, 0.02
48200, 0.02165, 0.02
48300, 0.02325, 0.02
48400, 0.02129, 0.02
48500, 0.02329, 0.02
48600, 0.02198, 0.02
48700, 0.02222, 0.02
48800, 0.02310, 0.02
48900, 0.02290, 0.02
49000, 0.02355, 0.02
49100, 0.02290, 0.02
49200, 0.02353, 0.02
49300, 0.02234, 0.02
49400, 0.02146, 0.02
49500, 0.02481, 0.02
49600, 0.02203, 0.02
49700, 0.02373, 0.02
49800, 0.02189, 0.02
49900, 0.01972, 0.02
50000, 0.01963, 0.02
